-0	-0.0125	0.16	0.16	0.0125	-0	-0.0125	-0.16	-0.16	0.0125
-0	-0.025	0.16	0.16	0.025	-0	-0.025	-0.16	-0.16	0.025
-0	-0.0375	0.16	0.16	0.0375	-0	-0.0375	-0.16	-0.16	0.0375
-0	-0.05	0.16	0.16	0.05	-0	-0.05	-0.16	-0.16	0.05
-0	-0.0625	0.16	0.16	0.0625	-0	-0.0625	-0.16	-0.16	0.0625
-0	-0.075	0.16	0.16	0.075	-0	-0.075	-0.16	-0.16	0.075
-0	-0.0875	0.16	0.16	0.0875	-0	-0.0875	-0.16	-0.16	0.0875
-0	-0.1	0.16	0.16	0.1	-0	-0.1	-0.16	-0.16	0.1
-0	-0.1125	0.16	0.16	0.1125	-0	-0.1125	-0.16	-0.16	0.1125
-0	-0.125	0.16	0.16	0.125	-0	-0.125	-0.16	-0.16	0.125
-0	-0.1375	0.16	0.16	0.1375	-0	-0.1375	-0.16	-0.16	0.1375
-0	-0.15	0.16	0.16	0.15	-0	-0.15	-0.16	-0.16	0.15
-0	-0.1625	0.16	0.16	0.1625	-0	-0.1625	-0.16	-0.16	0.1625
-0	-0.175	0.16	0.16	0.175	-0	-0.175	-0.16	-0.16	0.175
-0	-0.1875	0.16	0.16	0.1875	-0	-0.1875	-0.16	-0.16	0.1875
-0	-0.2	0.16	0.16	0.2	-0	-0.2	-0.16	-0.16	0.2
-0	-0.2125	0.16	0.16	0.2125	-0	-0.2125	-0.16	-0.16	0.2125
-0	-0.225	0.16	0.16	0.225	-0	-0.225	-0.16	-0.16	0.225
-0	-0.2375	0.16	0.16	0.2375	-0	-0.2375	-0.16	-0.16	0.2375
-0	-0.25	0.16	0.16	0.25	-0	-0.25	-0.16	-0.16	0.25
